comment_id,comment_link,who_type,who_name,what,why,issues,scientific_legal_support,pdf_attachments_present,pdf_attachments_count
FSIS-2011-0012-1090,https://www.regulations.gov/comment/FSIS-2011-0012-1090,anonymous,Unknown,Requests the rejection of the poultry slaughter inspection proposal,Concerned about the lack of study on the impact of the proposal on the handling of live birds; Increased line speed could lead to more injuries and inhumane deaths of birds; Fewer USDA inspectors could result in decreased detection and handling of inhumane treatment,"Animal welfare risks due to increased line speed, Inadequate study on handling of live birds, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1092,https://www.regulations.gov/comment/FSIS-2011-0012-1092,anonymous,Unknown,Requests rejection or delay of the rule change concerning the decrease in the number of inspectors on poultry slaughter lines,"Concerned that the new regulation would jeopardize the welfare of the birds being killed, implying that the decrease in inspectors could lead to less oversight and potentially more inhumane treatment of poultry during slaughter","Decrease in inspectors on poultry slaughter lines, Animal welfare concerns in poultry slaughter",No,No,0
FSIS-2011-0012-1091,https://www.regulations.gov/comment/FSIS-2011-0012-1091,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been adequately studied; Increased line speeds could lead to more injuries and improper deaths of birds; Reduced number of USDA inspectors could decrease the detection and addressing of inhumane handling,"Animal welfare in poultry slaughter, Increased line speed risks, Reduction of USDA inspectors' oversight",No,No,0
FSIS-2011-0012-1093,https://www.regulations.gov/comment/FSIS-2011-0012-1093,individual,Unknown,Requests reconsideration of the proposal,"Concerned about the negative impacts on worker and consumer health due to changes at a chicken processing plant, based on first-hand accounts from an individual familiar with the operations","Worker health at chicken processing plants, Consumer health risks",No,No,0
FSIS-2011-0012-1094,https://www.regulations.gov/comment/FSIS-2011-0012-1094,individual,Kathy Britt,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speed poses a risk to animal welfare by potentially increasing the incidence of injuries like bruises and fractures, and of birds dying in ways other than by prescribed methods of slaughter (e.g., being drowned in the scalding tank). Fewer USDA inspectors monitoring carcasses means less opportunity for signs that birds have been inhumanely handled to be detected and dealt with properly.","Animal welfare risks due to increased line speed, Reduced effectiveness of USDA inspections in detecting inhumane treatment",No,No,0
FSIS-2011-0012-1095,https://www.regulations.gov/comment/FSIS-2011-0012-1095,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"The commenter is concerned that the modernization of the poultry slaughter inspection process, which includes increased line speeds and fewer USDA inspectors, poses significant risks to animal welfare. These risks include increased incidence of injuries to birds, such as bruises and fractures, and inhumane deaths, such as drowning in scalding tanks. The lack of adequate study on the impact of these changes on the handling of live birds and the reduced monitoring by inspectors could lead to undetected and unaddressed inhumane treatment.","Animal welfare risks in poultry slaughter, Inadequate study of live bird handling under new inspection rules, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1096,https://www.regulations.gov/comment/FSIS-2011-0012-1096,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"The commenter is concerned about the welfare of birds in slaughterhouses, particularly highlighting the risks associated with increased line speeds which may lead to more injuries and improper deaths of birds. They also express concern over the reduction of USDA inspectors, which could decrease the detection and management of inhumane treatment of birds.","Animal welfare in poultry slaughter, Increased line speed risks, Reduction of USDA inspectors' oversight",No,No,0
FSIS-2011-0012-1097,https://www.regulations.gov/comment/FSIS-2011-0012-1097,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and the proposed increase in line speed could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to signs of inhumane handling.","Animal welfare risks due to increased line speed, Inadequate study of animal welfare impacts, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1099,https://www.regulations.gov/comment/FSIS-2011-0012-1099,individual,Unknown,Expresses opposition to cruelty in slaughterhouses,"Disturbed by the observed cruelty and inhumane treatment in slaughterhouses, which is perceived as a cost-saving measure but unacceptable ethically","Cruelty in slaughterhouses, Ethical concerns in animal treatment",No,No,0
FSIS-2011-0012-1098,https://www.regulations.gov/comment/FSIS-2011-0012-1098,anonymous,Unknown,Reject the proposed chicken slaughter proposal; Delay the rule change until animal welfare can be adequately studied,"Increased line speed could lead to more injuries like bruises and fractures in birds, and increase the chances of birds dying in non-prescribed methods such as drowning in the scalding tank. Fewer USDA inspectors would result in reduced detection and handling of inhumane treatment of birds.","Animal welfare risks due to increased line speed, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1100,https://www.regulations.gov/comment/FSIS-2011-0012-1100,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"Concerned that the impact on the handling of live birds has not been studied, and that increased line speeds could lead to more injuries and inhumane deaths of birds. Also worried that fewer USDA inspectors could result in less detection and proper handling of inhumane treatment.","Animal welfare risks due to increased line speeds, Inadequate monitoring of animal welfare by inspectors, Potential inhumane treatment of birds",No,No,0
FSIS-2011-0012-1101,https://www.regulations.gov/comment/FSIS-2011-0012-1101,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on the handling of live birds has not been studied; Increased line speed could lead to more injuries and inhumane deaths of birds; Fewer USDA inspectors could result in less detection and proper handling of inhumane treatment,"Animal welfare risks due to increased line speed, Inadequate monitoring of humane handling of birds, Potential inhumane deaths of birds",No,No,0
FSIS-2011-0012-1102,https://www.regulations.gov/comment/FSIS-2011-0012-1102,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on the handling of live birds has not been studied; Increased line speed could lead to more injuries and inhumane deaths of birds; Fewer USDA inspectors could result in less detection and handling of inhumane treatment,"Animal welfare risks due to increased line speed, Inadequate monitoring of inhumane treatment due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1105,https://www.regulations.gov/comment/FSIS-2011-0012-1105,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the impact on animal welfare has not been studied, specifically that increased line speeds could lead to more injuries and improper deaths of birds. Also concerned that fewer USDA inspectors could result in decreased detection and handling of inhumane treatment.","Animal welfare risks due to increased line speeds, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1103,https://www.regulations.gov/comment/FSIS-2011-0012-1103,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been studied; Increased line speeds may lead to more injuries and improper deaths of birds; Reduced number of USDA inspectors could decrease detection of inhumane handling,"Animal welfare in poultry slaughter, Increased line speeds causing injuries, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1104,https://www.regulations.gov/comment/FSIS-2011-0012-1104,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1106,https://www.regulations.gov/comment/FSIS-2011-0012-1106,individual,Unknown,Opposes the change to the inspection system for monitoring the slaughter of chickens and turkeys; Requests more inspectors and inspections,Believes that humane treatment of animals is crucial even if they are destined for slaughter; Argues that increased profits should not override considerations of health and safety for living creatures; Expresses a personal philosophy that prioritizes the well-being of all living beings over economic benefits,"Animal welfare in food production, Government oversight of food safety, Ethical considerations in food supply policies",No,No,0
FSIS-2011-0012-1107,https://www.regulations.gov/comment/FSIS-2011-0012-1107,anonymous,Unknown,Requests cessation of harmful practices at turkey and chicken farms,"Concerned about the safety of food consumed by the public, specifically highlighting harm caused to animals at these farms which in turn affects consumer health","Animal welfare at poultry farms, Consumer health risks",No,No,0
FSIS-2011-0012-1108,https://www.regulations.gov/comment/FSIS-2011-0012-1108,individual,Unknown,Reject or delay the poultry slaughter inspection proposal,"The proposal has not adequately studied the impact on the handling of live birds, and increased line speeds could worsen animal welfare by increasing injuries and improper deaths. Additionally, fewer USDA inspectors could lead to decreased detection and management of inhumane handling.","Animal welfare in poultry slaughter, Insufficient study on live bird handling, Reduced USDA inspection and its effects",No,No,0
FSIS-2011-0012-1110,https://www.regulations.gov/comment/FSIS-2011-0012-1110,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds in poultry processing could lead to more injuries like bruises and fractures among birds, and increase instances of birds dying in ways not prescribed by slaughter methods, such as drowning in scalding tanks. Additionally, fewer USDA inspectors could result in decreased detection and handling of inhumane treatment of birds.","Animal welfare in poultry processing, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1109,https://www.regulations.gov/comment/FSIS-2011-0012-1109,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that the increased line speed under the new proposal could lead to higher incidence of injuries such as bruises and fractures in birds, and instances of birds dying in ways other than prescribed methods of slaughter, such as drowning in the scalding tank. Also worried that fewer USDA inspectors monitoring carcasses will reduce the detection and proper handling of signs that birds have been inhumanely treated.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1111,https://www.regulations.gov/comment/FSIS-2011-0012-1111,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate study of animal welfare impacts, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1113,https://www.regulations.gov/comment/FSIS-2011-0012-1113,anonymous,Unknown,"Rejecting or, at a minimum, delaying the poultry slaughter inspection proposal","The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Fewer USDA inspectors could result in decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Increased line speed risks, Decreased USDA inspector oversight",No,No,0
FSIS-2011-0012-1112,https://www.regulations.gov/comment/FSIS-2011-0012-1112,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds will compromise animal welfare by increasing the incidence of injuries such as bruises and fractures, and instances of birds dying in ways other than prescribed methods of slaughter. Also concerned that fewer USDA inspectors will result in reduced detection and handling of inhumane treatment of birds.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1115,https://www.regulations.gov/comment/FSIS-2011-0012-1115,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate monitoring of animal handling by inspectors",No,No,0
FSIS-2011-0012-1116,https://www.regulations.gov/comment/FSIS-2011-0012-1116,anonymous,Unknown,Expresses a general sentiment for respecting animals that die for human consumption,"Believes that animals that are killed for human consumption deserve respect and appreciation, and should not be subjected to torture","Animal welfare, Ethical treatment of animals used for human consumption",No,No,0
FSIS-2011-0012-1114,https://www.regulations.gov/comment/FSIS-2011-0012-1114,anonymous,Unknown,Encourages the USDA to reject the rule change or delay its implementation until the impact on the chickens and turkeys being slaughtered can be addressed,"Speeding up of line production increases the risks of injuries like bruises and fractures, and of birds dying in ways other than by prescribed methods of slaughter (e.g., being drowned in the scalding tank). Fewer USDA inspectors monitoring carcasses means less opportunity for signs that birds have been inhumanely handled to be detected and dealt with properly. Furthermore, employees of factory farms already suffer tremendous stress to keep production high.","Inhumane treatment of poultry, Reduced effectiveness of USDA inspections, Employee stress in factory farms",No,No,0
FSIS-2011-0012-1117,https://www.regulations.gov/comment/FSIS-2011-0012-1117,anonymous,Unknown,Requests to delay or reject the rule change until the effects on the poultry being slaughtered have been studied and determined,"Concerned that increasing the line speed would increase human error, leading to more birds being improperly handled, resulting in injuries and intense suffering as birds might enter the scalding tank insufficiently stunned, feeling the entire scalding and drowning process. Also concerned that fewer USDA inspectors would result in fewer detected mistakes by line workers, exacerbating the issues.","Increased human error in poultry handling, Insufficient stunning of birds, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1118,https://www.regulations.gov/comment/FSIS-2011-0012-1118,anonymous,Unknown,No specific requests can be identified from the provided text.,No reasons or concerns can be identified from the provided text.,,No,No,0
FSIS-2011-0012-1119,https://www.regulations.gov/comment/FSIS-2011-0012-1119,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and the proposed increase in line speed could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to signs of inhumane handling.","Animal welfare in poultry slaughter, Increased incidence of injuries in birds, Inadequate detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1121,https://www.regulations.gov/comment/FSIS-2011-0012-1121,anonymous,Unknown,Opposes granting more latitude and freedom for industries to self-regulate,"Concerned that industries prioritizing profit over safety by cutting corners can lead to inhumane and unsafe conditions, which could worsen if allowed more self-regulation","Industry self-regulation, Safety and humane conditions in industries",No,No,0
FSIS-2011-0012-1120,https://www.regulations.gov/comment/FSIS-2011-0012-1120,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the proposal has not been adequately studied with respect to animal welfare, particularly noting that increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Insufficient study on the impact of increased line speeds, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1123,https://www.regulations.gov/comment/FSIS-2011-0012-1123,anonymous,Unknown,Modernizing the poultry slaughter process to ensure humane treatment of birds,Emphasizes the importance of humane treatment over monetary gains from the process,"Humane treatment of poultry, Modernization of slaughter processes",No,No,0
FSIS-2011-0012-1122,https://www.regulations.gov/comment/FSIS-2011-0012-1122,individual,Unknown,Requests reconsideration of the new rule change for Poultry Slaughter,"Expresses deep concern and disgust over the potential new rule for poultry slaughter, highlighting that the existing inspection system is already insufficient and that reducing supervision would exacerbate the mistreatment of animals and compromise their welfare. The commenter also emphasizes the inhumanity of current slaughter methods and the potential risks to public health and food safety if the rule is implemented.","Animal welfare in poultry slaughter, Insufficiency of current inspection systems, Public health and food safety concerns",No,No,0
FSIS-2011-0012-1124,https://www.regulations.gov/comment/FSIS-2011-0012-1124,anonymous,Unknown,Requests adherence to minimal AWA standards,"The commenter implies dissatisfaction or concern with the adherence to established minimal standards under the Animal Welfare Act (AWA), suggesting that current practices or enforcement may not be meeting these baseline requirements.",Adherence to AWA standards,No,No,0
FSIS-2011-0012-1126,https://www.regulations.gov/comment/FSIS-2011-0012-1126,anonymous,Unknown,Expresses concern about the new system for poultry slaughter,"Believes that the new system prioritizes industry profits over animal welfare and food safety, as indicated by the reduction of inspectors and the increase in slaughter line speed, which could lead to mishandling of live birds","Reduction of inspectors in poultry industry, Increase in slaughter line speed, Mishandling of live birds",No,No,0
FSIS-2011-0012-1125,https://www.regulations.gov/comment/FSIS-2011-0012-1125,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths of birds. Fewer USDA inspectors could result in decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Increased line speed risks, Insufficient USDA inspector presence",No,No,0
FSIS-2011-0012-1128,https://www.regulations.gov/comment/FSIS-2011-0012-1128,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned about the lack of study on the impact of the proposal on the handling of live birds, particularly the risks to animal welfare due to increased line speeds which may lead to more injuries and improper deaths of birds. Also concerned about the reduction in USDA inspectors which could decrease the detection and management of inhumane handling of birds.","Animal welfare risks due to increased line speeds, Inadequate study on handling of live birds, Reduction in USDA inspectors and its impact on animal welfare detection",No,No,0
FSIS-2011-0012-1129,https://www.regulations.gov/comment/FSIS-2011-0012-1129,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and the proposed increase in line speed could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to signs of inhumane handling.","Animal welfare risks due to increased line speed, Inadequate study of animal welfare impacts, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1127,https://www.regulations.gov/comment/FSIS-2011-0012-1127,individual,Unknown,"Requests the USDA to reject or not move forward on the proposed change to the inspection system for poultry, Requests consideration of the physical and emotional toll on animals in the inspection system documentation","Concerned about the increased suffering of animals due to a potential increase in slaughter speed, which may lead to animals being scalded without proper stunning; Disheartened by the lack of consideration for animal welfare in the proposed documentation","Animal welfare in slaughter processes, Lack of consideration for animal welfare in USDA documentation",No,No,0
FSIS-2011-0012-1130,https://www.regulations.gov/comment/FSIS-2011-0012-1130,individual,Marcie,Requests the rejection or delay of the poultry slaughter inspection proposal until animal welfare concerns are adequately studied and addressed,Concerned about the increased risk to animal welfare due to higher line speeds leading to more injuries and improper deaths of birds; fewer USDA inspectors could result in less detection and proper handling of inhumane treatment,"Animal welfare in poultry slaughter, Increased line speed risks, Insufficient USDA inspection",No,No,0
FSIS-2011-0012-1131,https://www.regulations.gov/comment/FSIS-2011-0012-1131,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned about the potential increase in animal welfare issues, such as injuries (bruises and fractures) and improper deaths (e.g., drowning in scalding tanks), due to increased line speeds. Also worried about the reduction in USDA inspectors, which could lead to decreased detection and handling of inhumane treatment of birds.","Animal welfare risks due to increased line speeds, Reduced detection of inhumane treatment due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1134,https://www.regulations.gov/comment/FSIS-2011-0012-1134,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal; Increase the number of USDA inspectors,"The commenter is concerned that the proposed increase in line speed at poultry slaughter facilities will compromise animal welfare, leading to more injuries and inhumane deaths among birds. They argue that fewer USDA inspectors will result in reduced detection and handling of inhumane treatment. The commenter believes that the proposal allows for-profit companies excessive control with insufficient oversight, which could exacerbate poor treatment of birds as observed in current practices. They emphasize that consumer opposition stems from an understanding of the negative implications of reduced oversight on animal welfare.","Animal welfare in poultry slaughter, Insufficient oversight and inspection, Consumer opposition to reduced oversight",No,No,0
FSIS-2011-0012-1133,https://www.regulations.gov/comment/FSIS-2011-0012-1133,anonymous,Unknown,Requests to do what is right,"The comment implies a general appeal to morality or ethics, though specific reasons or contexts are not provided",,No,No,0
FSIS-2011-0012-1132,https://www.regulations.gov/comment/FSIS-2011-0012-1132,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds in poultry processing could lead to more injuries like bruises and fractures among birds, and increase instances of birds dying in ways other than prescribed methods of slaughter, such as drowning in the scalding tank. Also worried that fewer USDA inspectors on site would reduce the detection and handling of inhumane treatment of birds.","Animal welfare in poultry processing, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1135,https://www.regulations.gov/comment/FSIS-2011-0012-1135,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been studied; Increased line speeds may lead to more injuries and improper deaths of birds; Fewer USDA inspectors could result in decreased detection and handling of inhumane treatment,"Animal welfare in poultry slaughter, Increased line speeds causing injuries, Insufficient USDA inspection leading to undetected inhumane treatment",No,No,0
FSIS-2011-0012-1136,https://www.regulations.gov/comment/FSIS-2011-0012-1136,anonymous,Unknown,Requests rejection or delay of the rule change increasing line speed,"Concerned that increased line speed could lead to more animal injuries such as bruises and fractures, and increase instances of birds dying in non-prescribed methods such as drowning in the scalding tank. Also concerned that fewer USDA inspectors would result in reduced detection and handling of inhumane treatment of birds.","Increased line speed and animal welfare, Reduced USDA inspection and animal welfare oversight",No,No,0
FSIS-2011-0012-1139,https://www.regulations.gov/comment/FSIS-2011-0012-1139,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"The commenter is concerned about the negative impacts of the proposed changes to poultry slaughter inspection on animal welfare. They highlight that increased line speeds could lead to more injuries such as bruises and fractures among birds, and increase the likelihood of birds dying in ways not prescribed by slaughter methods, such as drowning in scalding tanks. Additionally, they are worried that fewer USDA inspectors on the line would reduce the chances of detecting and addressing inhumane treatment of birds.","Animal welfare in poultry slaughter, Increased incidence of injuries in birds, Inadequate detection of inhumane treatment due to fewer inspectors",No,No,0
FSIS-2011-0012-1138,https://www.regulations.gov/comment/FSIS-2011-0012-1138,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the impact on animal welfare has not been studied, specifically that increased line speeds could lead to more injuries and improper deaths of birds. Also concerned that fewer USDA inspectors could result in decreased detection and response to inhumane handling of birds.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1137,https://www.regulations.gov/comment/FSIS-2011-0012-1137,individual,Unknown,Advocates for increased compassion in the animal industry; Suggests adopting vegetarian options like soybean burgers,"Expresses concern over the emotional and physical pain experienced by animals in the food industry, highlighting the need for compassion due to their capacity to feel pain and their role in human diets. Specifically points out the extreme cases of animal cruelty in markets where dogs and cats are slaughtered visibly, suggesting such practices should be stopped.","Animal cruelty in food industry, Public display and slaughter of dogs and cats in markets",No,No,0
FSIS-2011-0012-1140,https://www.regulations.gov/comment/FSIS-2011-0012-1140,anonymous,Unknown,Reject the rule change or delay its implementation until the impact on the chickens and turkeys being slaughtered can be addressed,"The commenter implies that the rule change may have negative impacts on the welfare of chickens and turkeys being slaughtered, suggesting that a thorough assessment of these impacts is necessary to uphold compassionate treatment of all living beings, which they view as a hallmark of civilization.","Animal welfare in poultry slaughter, Ethical considerations in rule changes",No,No,0
FSIS-2011-0012-1142,https://www.regulations.gov/comment/FSIS-2011-0012-1142,anonymous,Unknown,Opposes the proposal to speed up inspections,"Believes that speeding up inspections will lead to more harm to both birds and humans by increasing the likelihood of birds being conscious and reacting to workers, potentially leading to abusive behavior from workers out of self-defense, frustration, or anger. Also concerned that inspectors will miss important health and safety checks due to the rapid pace, potentially harming human consumers.","Animal welfare concerns during inspections, Potential for worker abuse of animals, Risk of inadequate inspection leading to consumer harm",No,No,0
FSIS-2011-0012-1141,https://www.regulations.gov/comment/FSIS-2011-0012-1141,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that the increased line speed poses a risk to animal welfare by potentially increasing the incidence of injuries like bruises and fractures, and of birds dying in ways other than by prescribed methods of slaughter (e.g., being drowned in the scalding tank). Also concerned that fewer USDA inspectors monitoring carcasses will result in less opportunity for signs that birds have been inhumanely handled to be detected and dealt with properly.","Animal welfare risks due to increased line speed, Reduced effectiveness of USDA inspections in detecting inhumane treatment",No,No,0
FSIS-2011-0012-1144,https://www.regulations.gov/comment/FSIS-2011-0012-1144,individual,Unknown,Reject or delay the poultry slaughter inspection proposal,"The proposal has not been studied for its impact on the handling of live birds, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and handling of inhumane treatment.","Animal welfare risks due to increased line speeds, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1143,https://www.regulations.gov/comment/FSIS-2011-0012-1143,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The proposal has not adequately studied the impact on the handling of live birds, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and management of inhumane handling.","Animal welfare in poultry slaughter, Increased incidence of injuries in birds, Inadequate study of live bird handling, Reduced monitoring by USDA inspectors",No,No,0
FSIS-2011-0012-1145,https://www.regulations.gov/comment/FSIS-2011-0012-1145,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"The impact of the proposal on the handling of live birds has not been studied, and increased line speed could lead to more injuries and inhumane deaths among birds. Fewer USDA inspectors would result in reduced detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspection effectiveness",No,No,0
FSIS-2011-0012-1147,https://www.regulations.gov/comment/FSIS-2011-0012-1147,anonymous,Unknown,Opposes speeding up the slaughtering process for chickens and turkeys,"Believes that accelerating the slaughtering process will compromise the humane treatment of chickens and turkeys, viewing it as an inhumane initiative driven by large agricultural corporations","Inhumane treatment of poultry, Impact of industrial agriculture practices",No,No,0
FSIS-2011-0012-1146,https://www.regulations.gov/comment/FSIS-2011-0012-1146,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned about the potential increase in animal welfare issues, such as injuries (bruises and fractures) and improper deaths (e.g., drowning in scalding tanks), due to increased line speeds. Also worried about the reduction in USDA inspectors, which could lead to decreased detection and handling of inhumane treatment of birds.","Animal welfare risks due to increased line speeds, Reduced detection of inhumane treatment due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1149,https://www.regulations.gov/comment/FSIS-2011-0012-1149,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned about the potential increase in animal welfare issues, such as injuries (bruises and fractures) and improper deaths (e.g., drowning in scalding tanks), due to increased line speeds. Also worried about the reduction in USDA inspectors, which could lead to decreased detection and handling of inhumane treatment of birds.","Animal welfare risks due to increased line speeds, Reduced detection of inhumane treatment due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1148,https://www.regulations.gov/comment/FSIS-2011-0012-1148,individual,Suzanne Overdier,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds could lead to more injuries like bruises and fractures among birds, and instances of birds dying in ways not prescribed by slaughter methods, such as drowning in the scalding tank. Also worried that fewer USDA inspectors on the line would reduce the detection and handling of inhumane treatment of birds.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1150,https://www.regulations.gov/comment/FSIS-2011-0012-1150,anonymous,Unknown,Requests not to undermine the efforts to inspect poultry processing for safety and humane treatment of birds,"Chickens are considered very intelligent animals, implying a moral and ethical obligation to ensure their humane treatment","Poultry processing safety, Humane treatment of chickens",No,No,0
FSIS-2011-0012-1151,https://www.regulations.gov/comment/FSIS-2011-0012-1151,anonymous,Unknown,Opposes the reduction of the number of inspectors,"Concerned that reducing the number of inspectors will lead to increased disease and illness entering the human food chain, posing a risk to public health","Reduction of inspectors, Increased disease and illness in the human food chain, Public health risks",No,No,0
FSIS-2011-0012-1152,https://www.regulations.gov/comment/FSIS-2011-0012-1152,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned about the increased risk to animal welfare due to increased line speeds, which could lead to more injuries like bruises and fractures, and instances of birds dying in ways other than prescribed methods of slaughter. Fewer USDA inspectors monitoring carcasses would result in less detection and proper handling of signs that birds have been inhumanely treated.","Animal welfare risks due to increased line speeds, Inadequate monitoring of carcass handling by USDA inspectors",No,No,0
